catalog_id,jurisdiction_id,dataset_group,source_class,bronze_table,canonical_column,source_column,transform_rule,silver_phase,notes
cat-0038,tps,tps_sensitive_incident,public_incident_records,bronze__tps__tps_sensitive_incident__mental_health_act_apprehensions_open_dat,lng,LONG_WGS84,REAL; invalid -> null,deferred,
cat-0038,tps,tps_sensitive_incident,public_incident_records,bronze__tps__tps_sensitive_incident__mental_health_act_apprehensions_open_dat,offence_raw,OFFENCE,,deferred,
cat-0038,tps,tps_sensitive_incident,public_incident_records,bronze__tps__tps_sensitive_incident__mental_health_act_apprehensions_open_dat,offence_secondary,CSI_CATEGORY,,deferred,
cat-0038,tps,tps_sensitive_incident,public_incident_records,bronze__tps__tps_sensitive_incident__mental_health_act_apprehensions_open_dat,division,DIVISION,,deferred,
cat-0038,tps,tps_sensitive_incident,public_incident_records,bronze__tps__tps_sensitive_incident__mental_health_act_apprehensions_open_dat,municipality,,,deferred,
cat-0038,tps,tps_sensitive_incident,public_incident_records,bronze__tps__tps_sensitive_incident__mental_health_act_apprehensions_open_dat,neighbourhood_primary,HOOD_158,,deferred,
cat-0038,tps,tps_sensitive_incident,public_incident_records,bronze__tps__tps_sensitive_incident__mental_health_act_apprehensions_open_dat,neighbourhood_secondary,NEIGHBOURHOOD_158,,deferred,
cat-0038,tps,tps_sensitive_incident,public_incident_records,bronze__tps__tps_sensitive_incident__mental_health_act_apprehensions_open_dat,location_type,LOCATION_TYPE,,deferred,
cat-0038,tps,tps_sensitive_incident,public_incident_records,bronze__tps__tps_sensitive_incident__mental_health_act_apprehensions_open_dat,mappable,derived,1 when lat/lng valid and non-zero,deferred,
cat-0038,tps,tps_sensitive_incident,public_incident_records,bronze__tps__tps_sensitive_incident__mental_health_act_apprehensions_open_dat,source_fields_json,all_bronze_columns,json_object of non-provenance columns,deferred,
cat-0049,tps,tps_calls_for_service,public_incident_records,bronze__tps__tps_calls_for_service__persons_in_crisis_calls_for_service_atte,source_record_id,OBJECTID,parse_iso_date; coords_non_zero_mappable; preserve_all_columns_json,deferred,
cat-0049,tps,tps_calls_for_service,public_incident_records,bronze__tps__tps_calls_for_service__persons_in_crisis_calls_for_service_atte,occurrence_group_key,EVENT_UNIQUE_ID,preserve source duplicates,deferred,
cat-0049,tps,tps_calls_for_service,public_incident_records,bronze__tps__tps_calls_for_service__persons_in_crisis_calls_for_service_atte,event_unique_id,EVENT_UNIQUE_ID,store only; never dedupe in silver,deferred,
cat-0049,tps,tps_calls_for_service,public_incident_records,bronze__tps__tps_calls_for_service__persons_in_crisis_calls_for_service_atte,occ_date,OCC_DATE,parse to ISO date,deferred,
cat-0049,tps,tps_calls_for_service,public_incident_records,bronze__tps__tps_calls_for_service__persons_in_crisis_calls_for_service_atte,report_date,REPORT_DATE,parse when present,deferred,
cat-0049,tps,tps_calls_for_service,public_incident_records,bronze__tps__tps_calls_for_service__persons_in_crisis_calls_for_service_atte,lat,LAT_WGS84,REAL; invalid -> null,deferred,
cat-0049,tps,tps_calls_for_service,public_incident_records,bronze__tps__tps_calls_for_service__persons_in_crisis_calls_for_service_atte,lng,LONG_WGS84,REAL; invalid -> null,deferred,
cat-0049,tps,tps_calls_for_service,public_incident_records,bronze__tps__tps_calls_for_service__persons_in_crisis_calls_for_service_atte,offence_raw,OFFENCE,,deferred,
cat-0049,tps,tps_calls_for_service,public_incident_records,bronze__tps__tps_calls_for_service__persons_in_crisis_calls_for_service_atte,offence_secondary,CSI_CATEGORY,,deferred,
cat-0049,tps,tps_calls_for_service,public_incident_records,bronze__tps__tps_calls_for_service__persons_in_crisis_calls_for_service_atte,division,DIVISION,,deferred,
cat-0049,tps,tps_calls_for_service,public_incident_records,bronze__tps__tps_calls_for_service__persons_in_crisis_calls_for_service_atte,municipality,,,deferred,
cat-0049,tps,tps_calls_for_service,public_incident_records,bronze__tps__tps_calls_for_service__persons_in_crisis_calls_for_service_atte,neighbourhood_primary,HOOD_158,,deferred,
cat-0049,tps,tps_calls_for_service,public_incident_records,bronze__tps__tps_calls_for_service__persons_in_crisis_calls_for_service_atte,neighbourhood_secondary,NEIGHBOURHOOD_158,,deferred,
cat-0049,tps,tps_calls_for_service,public_incident_records,bronze__tps__tps_calls_for_service__persons_in_crisis_calls_for_service_atte,location_type,LOCATION_TYPE,,deferred,
cat-0049,tps,tps_calls_for_service,public_incident_records,bronze__tps__tps_calls_for_service__persons_in_crisis_calls_for_service_atte,mappable,derived,1 when lat/lng valid and non-zero,deferred,
cat-0049,tps,tps_calls_for_service,public_incident_records,bronze__tps__tps_calls_for_service__persons_in_crisis_calls_for_service_atte,source_fields_json,all_bronze_columns,json_object of non-provenance columns,deferred,
cat-0061,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__robbery_open_data_2226832258065309099_cs,source_record_id,OBJECTID,parse_iso_date; coords_non_zero_mappable; preserve_all_columns_json,phase1,
cat-0061,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__robbery_open_data_2226832258065309099_cs,occurrence_group_key,EVENT_UNIQUE_ID,preserve source duplicates,phase1,
cat-0061,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__robbery_open_data_2226832258065309099_cs,event_unique_id,EVENT_UNIQUE_ID,store only; never dedupe in silver,phase1,
cat-0061,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__robbery_open_data_2226832258065309099_cs,occ_date,OCC_DATE,parse to ISO date,phase1,
cat-0061,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__robbery_open_data_2226832258065309099_cs,report_date,REPORT_DATE,parse when present,phase1,
cat-0061,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__robbery_open_data_2226832258065309099_cs,lat,LAT_WGS84,REAL; invalid -> null,phase1,
cat-0061,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__robbery_open_data_2226832258065309099_cs,lng,LONG_WGS84,REAL; invalid -> null,phase1,
cat-0061,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__robbery_open_data_2226832258065309099_cs,offence_raw,OFFENCE,,phase1,
cat-0061,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__robbery_open_data_2226832258065309099_cs,offence_secondary,CSI_CATEGORY,,phase1,
cat-0061,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__robbery_open_data_2226832258065309099_cs,division,DIVISION,,phase1,
cat-0061,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__robbery_open_data_2226832258065309099_cs,municipality,,,phase1,
cat-0061,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__robbery_open_data_2226832258065309099_cs,neighbourhood_primary,HOOD_158,,phase1,
cat-0061,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__robbery_open_data_2226832258065309099_cs,neighbourhood_secondary,NEIGHBOURHOOD_158,,phase1,
cat-0061,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__robbery_open_data_2226832258065309099_cs,location_type,LOCATION_TYPE,,phase1,
cat-0061,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__robbery_open_data_2226832258065309099_cs,mappable,derived,1 when lat/lng valid and non-zero,phase1,
cat-0061,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__robbery_open_data_2226832258065309099_cs,source_fields_json,all_bronze_columns,json_object of non-provenance columns,phase1,
cat-0063,tps,tps_sensitive_incident,public_incident_records,bronze__tps__tps_sensitive_incident__shooting_and_firearm_discharges_open_dat,source_record_id,OBJECTID,parse_iso_date; coords_non_zero_mappable; preserve_all_columns_json,deferred,
cat-0063,tps,tps_sensitive_incident,public_incident_records,bronze__tps__tps_sensitive_incident__shooting_and_firearm_discharges_open_dat,occurrence_group_key,EVENT_UNIQUE_ID,preserve source duplicates,deferred,
cat-0063,tps,tps_sensitive_incident,public_incident_records,bronze__tps__tps_sensitive_incident__shooting_and_firearm_discharges_open_dat,event_unique_id,EVENT_UNIQUE_ID,store only; never dedupe in silver,deferred,
cat-0063,tps,tps_sensitive_incident,public_incident_records,bronze__tps__tps_sensitive_incident__shooting_and_firearm_discharges_open_dat,occ_date,OCC_DATE,parse to ISO date,deferred,
cat-0063,tps,tps_sensitive_incident,public_incident_records,bronze__tps__tps_sensitive_incident__shooting_and_firearm_discharges_open_dat,report_date,REPORT_DATE,parse when present,deferred,
cat-0063,tps,tps_sensitive_incident,public_incident_records,bronze__tps__tps_sensitive_incident__shooting_and_firearm_discharges_open_dat,lat,LAT_WGS84,REAL; invalid -> null,deferred,
cat-0063,tps,tps_sensitive_incident,public_incident_records,bronze__tps__tps_sensitive_incident__shooting_and_firearm_discharges_open_dat,lng,LONG_WGS84,REAL; invalid -> null,deferred,
cat-0063,tps,tps_sensitive_incident,public_incident_records,bronze__tps__tps_sensitive_incident__shooting_and_firearm_discharges_open_dat,offence_raw,OFFENCE,,deferred,
cat-0063,tps,tps_sensitive_incident,public_incident_records,bronze__tps__tps_sensitive_incident__shooting_and_firearm_discharges_open_dat,offence_secondary,CSI_CATEGORY,,deferred,
cat-0063,tps,tps_sensitive_incident,public_incident_records,bronze__tps__tps_sensitive_incident__shooting_and_firearm_discharges_open_dat,division,DIVISION,,deferred,
cat-0063,tps,tps_sensitive_incident,public_incident_records,bronze__tps__tps_sensitive_incident__shooting_and_firearm_discharges_open_dat,municipality,,,deferred,
cat-0063,tps,tps_sensitive_incident,public_incident_records,bronze__tps__tps_sensitive_incident__shooting_and_firearm_discharges_open_dat,neighbourhood_primary,HOOD_158,,deferred,
cat-0063,tps,tps_sensitive_incident,public_incident_records,bronze__tps__tps_sensitive_incident__shooting_and_firearm_discharges_open_dat,neighbourhood_secondary,NEIGHBOURHOOD_158,,deferred,
cat-0063,tps,tps_sensitive_incident,public_incident_records,bronze__tps__tps_sensitive_incident__shooting_and_firearm_discharges_open_dat,location_type,LOCATION_TYPE,,deferred,
cat-0063,tps,tps_sensitive_incident,public_incident_records,bronze__tps__tps_sensitive_incident__shooting_and_firearm_discharges_open_dat,mappable,derived,1 when lat/lng valid and non-zero,deferred,
cat-0063,tps,tps_sensitive_incident,public_incident_records,bronze__tps__tps_sensitive_incident__shooting_and_firearm_discharges_open_dat,source_fields_json,all_bronze_columns,json_object of non-provenance columns,deferred,
cat-0067,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_from_motor_vehicle_open_data_46368,source_record_id,OBJECTID,parse_iso_date; coords_non_zero_mappable; preserve_all_columns_json,phase1,
cat-0067,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_from_motor_vehicle_open_data_46368,occurrence_group_key,EVENT_UNIQUE_ID,preserve source duplicates,phase1,
cat-0067,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_from_motor_vehicle_open_data_46368,event_unique_id,EVENT_UNIQUE_ID,store only; never dedupe in silver,phase1,
cat-0067,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_from_motor_vehicle_open_data_46368,occ_date,OCC_DATE,parse to ISO date,phase1,
cat-0067,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_from_motor_vehicle_open_data_46368,report_date,REPORT_DATE,parse when present,phase1,
cat-0067,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_from_motor_vehicle_open_data_46368,lat,LAT_WGS84,REAL; invalid -> null,phase1,
cat-0067,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_from_motor_vehicle_open_data_46368,lng,LONG_WGS84,REAL; invalid -> null,phase1,
cat-0067,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_from_motor_vehicle_open_data_46368,offence_raw,OFFENCE,,phase1,
cat-0067,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_from_motor_vehicle_open_data_46368,offence_secondary,CSI_CATEGORY,,phase1,
cat-0067,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_from_motor_vehicle_open_data_46368,division,DIVISION,,phase1,
cat-0067,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_from_motor_vehicle_open_data_46368,municipality,,,phase1,
cat-0067,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_from_motor_vehicle_open_data_46368,neighbourhood_primary,HOOD_158,,phase1,
cat-0067,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_from_motor_vehicle_open_data_46368,neighbourhood_secondary,NEIGHBOURHOOD_158,,phase1,
cat-0067,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_from_motor_vehicle_open_data_46368,location_type,LOCATION_TYPE,,phase1,
cat-0067,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_from_motor_vehicle_open_data_46368,mappable,derived,1 when lat/lng valid and non-zero,phase1,
cat-0067,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_from_motor_vehicle_open_data_46368,source_fields_json,all_bronze_columns,json_object of non-provenance columns,phase1,
cat-0068,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_over_open_data_309556416197554984_,source_record_id,OBJECTID,parse_iso_date; coords_non_zero_mappable; preserve_all_columns_json,phase1,
cat-0068,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_over_open_data_309556416197554984_,occurrence_group_key,EVENT_UNIQUE_ID,preserve source duplicates,phase1,
cat-0068,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_over_open_data_309556416197554984_,event_unique_id,EVENT_UNIQUE_ID,store only; never dedupe in silver,phase1,
cat-0068,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_over_open_data_309556416197554984_,occ_date,OCC_DATE,parse to ISO date,phase1,
cat-0068,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_over_open_data_309556416197554984_,report_date,REPORT_DATE,parse when present,phase1,
cat-0068,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_over_open_data_309556416197554984_,lat,LAT_WGS84,REAL; invalid -> null,phase1,
cat-0068,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_over_open_data_309556416197554984_,lng,LONG_WGS84,REAL; invalid -> null,phase1,
cat-0068,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_over_open_data_309556416197554984_,offence_raw,OFFENCE,,phase1,
cat-0068,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_over_open_data_309556416197554984_,offence_secondary,CSI_CATEGORY,,phase1,
cat-0068,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_over_open_data_309556416197554984_,division,DIVISION,,phase1,
cat-0068,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_over_open_data_309556416197554984_,municipality,,,phase1,
cat-0068,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_over_open_data_309556416197554984_,neighbourhood_primary,HOOD_158,,phase1,
cat-0068,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_over_open_data_309556416197554984_,neighbourhood_secondary,NEIGHBOURHOOD_158,,phase1,
cat-0068,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_over_open_data_309556416197554984_,location_type,LOCATION_TYPE,,phase1,
cat-0068,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_over_open_data_309556416197554984_,mappable,derived,1 when lat/lng valid and non-zero,phase1,
cat-0068,tps,tps_major_crime_v1,public_incident_records,bronze__tps__tps_major_crime_v1__theft_over_open_data_309556416197554984_,source_fields_json,all_bronze_columns,json_object of non-provenance columns,phase1,
cat-0075,tps,tps_processed_v1,public_incident_records,bronze__tps__tps_processed_v1__tps_v1_v2_sqlite,source_record_id,OBJECTID,parse_iso_date; coords_non_zero_mappable; preserve_all_columns_json,phase1,Reuse existing V1 incidents normalization from process-tps-v1.mjs
cat-0075,tps,tps_processed_v1,public_incident_records,bronze__tps__tps_processed_v1__tps_v1_v2_sqlite,occurrence_group_key,EVENT_UNIQUE_ID,preserve source duplicates,phase1,Reuse existing V1 incidents normalization from process-tps-v1.mjs
cat-0075,tps,tps_processed_v1,public_incident_records,bronze__tps__tps_processed_v1__tps_v1_v2_sqlite,event_unique_id,EVENT_UNIQUE_ID,store only; never dedupe in silver,phase1,Reuse existing V1 incidents normalization from process-tps-v1.mjs
cat-0075,tps,tps_processed_v1,public_incident_records,bronze__tps__tps_processed_v1__tps_v1_v2_sqlite,occ_date,OCC_DATE,parse to ISO date,phase1,Reuse existing V1 incidents normalization from process-tps-v1.mjs
cat-0075,tps,tps_processed_v1,public_incident_records,bronze__tps__tps_processed_v1__tps_v1_v2_sqlite,report_date,REPORT_DATE,parse when present,phase1,Reuse existing V1 incidents normalization from process-tps-v1.mjs
cat-0075,tps,tps_processed_v1,public_incident_records,bronze__tps__tps_processed_v1__tps_v1_v2_sqlite,lat,LAT_WGS84,REAL; invalid -> null,phase1,Reuse existing V1 incidents normalization from process-tps-v1.mjs
cat-0075,tps,tps_processed_v1,public_incident_records,bronze__tps__tps_processed_v1__tps_v1_v2_sqlite,lng,LONG_WGS84,REAL; invalid -> null,phase1,Reuse existing V1 incidents normalization from process-tps-v1.mjs
cat-0075,tps,tps_processed_v1,public_incident_records,bronze__tps__tps_processed_v1__tps_v1_v2_sqlite,offence_raw,OFFENCE,,phase1,Reuse existing V1 incidents normalization from process-tps-v1.mjs
cat-0075,tps,tps_processed_v1,public_incident_records,bronze__tps__tps_processed_v1__tps_v1_v2_sqlite,offence_secondary,CSI_CATEGORY,,phase1,Reuse existing V1 incidents normalization from process-tps-v1.mjs
cat-0075,tps,tps_processed_v1,public_incident_records,bronze__tps__tps_processed_v1__tps_v1_v2_sqlite,division,DIVISION,,phase1,Reuse existing V1 incidents normalization from process-tps-v1.mjs
cat-0075,tps,tps_processed_v1,public_incident_records,bronze__tps__tps_processed_v1__tps_v1_v2_sqlite,municipality,,,phase1,Reuse existing V1 incidents normalization from process-tps-v1.mjs
cat-0075,tps,tps_processed_v1,public_incident_records,bronze__tps__tps_processed_v1__tps_v1_v2_sqlite,neighbourhood_primary,HOOD_158,,phase1,Reuse existing V1 incidents normalization from process-tps-v1.mjs
cat-0075,tps,tps_processed_v1,public_incident_records,bronze__tps__tps_processed_v1__tps_v1_v2_sqlite,neighbourhood_secondary,NEIGHBOURHOOD_158,,phase1,Reuse existing V1 incidents normalization from process-tps-v1.mjs
cat-0075,tps,tps_processed_v1,public_incident_records,bronze__tps__tps_processed_v1__tps_v1_v2_sqlite,location_type,LOCATION_TYPE,,phase1,Reuse existing V1 incidents normalization from process-tps-v1.mjs
cat-0075,tps,tps_processed_v1,public_incident_records,bronze__tps__tps_processed_v1__tps_v1_v2_sqlite,mappable,derived,1 when lat/lng valid and non-zero,phase1,Reuse existing V1 incidents normalization from process-tps-v1.mjs
cat-0075,tps,tps_processed_v1,public_incident_records,bronze__tps__tps_processed_v1__tps_v1_v2_sqlite,source_fields_json,all_bronze_columns,json_object of non-provenance columns,phase1,Reuse existing V1 incidents normalization from process-tps-v1.mjs
cat-0076,peel-prp,peel_ecrimes_incidents,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_incidents__peel_prp_ecrimes_2026_07_01_with_geometr,source_record_id,objectid,parse_occ_date; preserve_duplicate_occurrence_numbers,phase1,
cat-0076,peel-prp,peel_ecrimes_incidents,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_incidents__peel_prp_ecrimes_2026_07_01_with_geometr,occurrence_group_key,occurrencenumber,preserve source duplicates,phase1,
cat-0076,peel-prp,peel_ecrimes_incidents,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_incidents__peel_prp_ecrimes_2026_07_01_with_geometr,event_unique_id,,store only; never dedupe in silver,phase1,
cat-0076,peel-prp,peel_ecrimes_incidents,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_incidents__peel_prp_ecrimes_2026_07_01_with_geometr,occ_date,occdate,parse to ISO date,phase1,
cat-0076,peel-prp,peel_ecrimes_incidents,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_incidents__peel_prp_ecrimes_2026_07_01_with_geometr,report_date,occurrencedate,parse when present,phase1,
cat-0076,peel-prp,peel_ecrimes_incidents,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_incidents__peel_prp_ecrimes_2026_07_01_with_geometr,lat,latitude,REAL; invalid -> null,phase1,
cat-0076,peel-prp,peel_ecrimes_incidents,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_incidents__peel_prp_ecrimes_2026_07_01_with_geometr,lng,longitude,REAL; invalid -> null,phase1,
cat-0076,peel-prp,peel_ecrimes_incidents,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_incidents__peel_prp_ecrimes_2026_07_01_with_geometr,offence_raw,occtype,,phase1,
cat-0076,peel-prp,peel_ecrimes_incidents,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_incidents__peel_prp_ecrimes_2026_07_01_with_geometr,offence_secondary,description,,phase1,
cat-0076,peel-prp,peel_ecrimes_incidents,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_incidents__peel_prp_ecrimes_2026_07_01_with_geometr,division,division,,phase1,
cat-0076,peel-prp,peel_ecrimes_incidents,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_incidents__peel_prp_ecrimes_2026_07_01_with_geometr,municipality,municipality,,phase1,
cat-0076,peel-prp,peel_ecrimes_incidents,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_incidents__peel_prp_ecrimes_2026_07_01_with_geometr,neighbourhood_primary,patrolzone,,phase1,
cat-0076,peel-prp,peel_ecrimes_incidents,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_incidents__peel_prp_ecrimes_2026_07_01_with_geometr,neighbourhood_secondary,Division,,phase1,
cat-0076,peel-prp,peel_ecrimes_incidents,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_incidents__peel_prp_ecrimes_2026_07_01_with_geometr,location_type,,,phase1,
cat-0076,peel-prp,peel_ecrimes_incidents,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_incidents__peel_prp_ecrimes_2026_07_01_with_geometr,mappable,derived,1 when lat/lng valid and non-zero,phase1,
cat-0076,peel-prp,peel_ecrimes_incidents,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_incidents__peel_prp_ecrimes_2026_07_01_with_geometr,source_fields_json,all_bronze_columns,json_object of non-provenance columns,phase1,
cat-0077,peel-prp,peel_ecrimes_legacy,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_legacy__peel_prp_ecrimes_2026_07_01_no_geometry_,source_record_id,objectid,parse_occ_date; preserve_duplicate_occurrence_numbers,deferred,Legacy no-geometry export; prefer with-geometry primary table
cat-0077,peel-prp,peel_ecrimes_legacy,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_legacy__peel_prp_ecrimes_2026_07_01_no_geometry_,occurrence_group_key,occurrencenumber,preserve source duplicates,deferred,Legacy no-geometry export; prefer with-geometry primary table
cat-0077,peel-prp,peel_ecrimes_legacy,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_legacy__peel_prp_ecrimes_2026_07_01_no_geometry_,event_unique_id,,store only; never dedupe in silver,deferred,Legacy no-geometry export; prefer with-geometry primary table
cat-0077,peel-prp,peel_ecrimes_legacy,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_legacy__peel_prp_ecrimes_2026_07_01_no_geometry_,occ_date,occdate,parse to ISO date,deferred,Legacy no-geometry export; prefer with-geometry primary table
cat-0077,peel-prp,peel_ecrimes_legacy,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_legacy__peel_prp_ecrimes_2026_07_01_no_geometry_,report_date,occurrencedate,parse when present,deferred,Legacy no-geometry export; prefer with-geometry primary table
cat-0077,peel-prp,peel_ecrimes_legacy,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_legacy__peel_prp_ecrimes_2026_07_01_no_geometry_,lat,latitude,REAL; invalid -> null,deferred,Legacy no-geometry export; prefer with-geometry primary table
cat-0077,peel-prp,peel_ecrimes_legacy,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_legacy__peel_prp_ecrimes_2026_07_01_no_geometry_,lng,longitude,REAL; invalid -> null,deferred,Legacy no-geometry export; prefer with-geometry primary table
cat-0077,peel-prp,peel_ecrimes_legacy,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_legacy__peel_prp_ecrimes_2026_07_01_no_geometry_,offence_raw,occtype,,deferred,Legacy no-geometry export; prefer with-geometry primary table
cat-0077,peel-prp,peel_ecrimes_legacy,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_legacy__peel_prp_ecrimes_2026_07_01_no_geometry_,offence_secondary,description,,deferred,Legacy no-geometry export; prefer with-geometry primary table
cat-0077,peel-prp,peel_ecrimes_legacy,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_legacy__peel_prp_ecrimes_2026_07_01_no_geometry_,division,division,,deferred,Legacy no-geometry export; prefer with-geometry primary table
cat-0077,peel-prp,peel_ecrimes_legacy,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_legacy__peel_prp_ecrimes_2026_07_01_no_geometry_,municipality,municipality,,deferred,Legacy no-geometry export; prefer with-geometry primary table
cat-0077,peel-prp,peel_ecrimes_legacy,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_legacy__peel_prp_ecrimes_2026_07_01_no_geometry_,neighbourhood_primary,patrolzone,,deferred,Legacy no-geometry export; prefer with-geometry primary table
cat-0077,peel-prp,peel_ecrimes_legacy,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_legacy__peel_prp_ecrimes_2026_07_01_no_geometry_,neighbourhood_secondary,,,deferred,Legacy no-geometry export; prefer with-geometry primary table
cat-0077,peel-prp,peel_ecrimes_legacy,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_legacy__peel_prp_ecrimes_2026_07_01_no_geometry_,location_type,,,deferred,Legacy no-geometry export; prefer with-geometry primary table
cat-0077,peel-prp,peel_ecrimes_legacy,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_legacy__peel_prp_ecrimes_2026_07_01_no_geometry_,mappable,derived,1 when lat/lng valid and non-zero,deferred,Legacy no-geometry export; prefer with-geometry primary table
cat-0077,peel-prp,peel_ecrimes_legacy,public_incident_records_crime_map,bronze__peel_prp__peel_ecrimes_legacy__peel_prp_ecrimes_2026_07_01_no_geometry_,source_fields_json,all_bronze_columns,json_object of non-provenance columns,deferred,Legacy no-geometry export; prefer with-geometry primary table
cat-0090,yrp,yrp_community_safety_incidents,public_incident_records_crime_map,bronze__yrp__yrp_community_safety_incidents__yrp_community_safety_occurrences_2026_07,source_record_id,UniqueIdentifier,parse_occ_date; case_type_pubtrans optional,phase1,
cat-0090,yrp,yrp_community_safety_incidents,public_incident_records_crime_map,bronze__yrp__yrp_community_safety_incidents__yrp_community_safety_occurrences_2026_07,occurrence_group_key,occ_id,preserve source duplicates,phase1,
