catalog_id,jurisdiction_id,source_name,source_type,source_class,official_url,endpoint_url,local_root_path,source_file,load_file_path,main_csv_path,main_geojson_path,metadata_path,audit_paths,dataset_group,crime_category_raw,row_count,date_min,date_max,date_field_used,coordinate_fields,mappable_count,mappable_percent,primary_source_key,occurrence_grouping_key,geography_fields,offence_category_fields,known_categories_json,missing_categories,privacy_level,scope_type,ingestion_status,public_display_status,ingestion_readiness_status,notes,risks
cat-0101,durham-drps,DRPS Open Data Hub,csv,public_collision_records,https://open-data-drps.hub.arcgis.com/,,data/raw/durham-drps/community-safety,durham-drps-traffic-collision-open-data-2026-07-01.csv,data/raw/durham-drps/community-safety/incidents/2026-07-01/durham-drps-traffic-collision-open-data-2026-07-01.csv,data/raw/durham-drps/community-safety/incidents/2026-07-01/durham-drps-traffic-collision-open-data-2026-07-01.csv,data/raw/durham-drps/community-safety/incidents/2026-07-01/durham-drps-traffic-collision-open-data-2026-07-01.geojson,,data/raw/durham-drps/community-safety/source-freeze-2026-07-01/reports,durham_traffic_collisions,crime_category,63790,2020-01-01,2026-01-01,occurrence_year,"lat,lon",63790,100.0,event_unique_id,event_unique_id,"municipality,division,neighbourhood",crime_category,[],,exact_unknown,extract_only,ready_for_bronze_load,not_for_public_incident_map,ready_for_ingestion_planning,Traffic collision records; separate from crime incident master.,
cat-0102,durham-drps,DRPS Reference Geography,geojson,reference_geography,,,data/raw/durham-drps/community-safety,durham-drps-divisions-2015-2026-07-01.geojson,data/raw/durham-drps/community-safety/boundaries/current/durham-drps-divisions-2015-2026-07-01.geojson,,data/raw/durham-drps/community-safety/boundaries/current/durham-drps-divisions-2015-2026-07-01.geojson,,,durham_reference_geography,,5,,,,,,,,,,,,,,,reference_geography_only,not_for_public_incident_map,,,
cat-0103,durham-drps,DRPS Reference Geography,geojson,reference_geography,,,data/raw/durham-drps/community-safety,durham-drps-health-neighbourhoods-2026-07-01.geojson,data/raw/durham-drps/community-safety/boundaries/current/durham-drps-health-neighbourhoods-2026-07-01.geojson,,data/raw/durham-drps/community-safety/boundaries/current/durham-drps-health-neighbourhoods-2026-07-01.geojson,,,durham_reference_geography,,50,,,,,,,,,,,,,,,reference_geography_only,not_for_public_incident_map,,,
cat-0104,durham-drps,DRPS Reference Geography,geojson,reference_geography,,,data/raw/durham-drps/community-safety,durham-drps-zones-2015-2026-07-01.geojson,data/raw/durham-drps/community-safety/boundaries/current/durham-drps-zones-2015-2026-07-01.geojson,,data/raw/durham-drps/community-safety/boundaries/current/durham-drps-zones-2015-2026-07-01.geojson,,,durham_reference_geography,,22,,,,,,,,,,,,,,,reference_geography_only,not_for_public_incident_map,,,
cat-0105,halton-hrps,HRPS Crime Map,csv,public_incident_records_crime_map,https://www.haltonpolice.ca/crime-files/crime-map/,https://services2.arcgis.com/o1LYr96CpFkfsDJS/arcgis/rest/services/Crime_Map/FeatureServer/0,data/raw/halton-hrps/crime-map,halton-hrps-crime-map-incidents-2026-07-01.csv,data/raw/halton-hrps/crime-map/incidents/2026-07-01/halton-hrps-crime-map-incidents-2026-07-01.csv,data/raw/halton-hrps/crime-map/incidents/2026-07-01/halton-hrps-crime-map-incidents-2026-07-01.csv,data/raw/halton-hrps/crime-map/incidents/2026-07-01/halton-hrps-crime-map-incidents-2026-07-01.geojson,data/raw/halton-hrps/crime-map/_audit/2026-07-01/halton-hrps-crime-map-incidents.metadata.json,data/raw/halton-hrps/crime-map/_audit/2026-07-01/halton-hrps-hard-crime-coverage-2026-07-01.csv,halton_crime_map_incidents,DESCRIPTION,20252,2025-07-01 08:28:00.000,2026-07-01 06:39:15.000,DATE_UTC,"Latitude,Longitude",20252,100.0,GlobalID,CASE_NO,"CITY,LOCATION",DESCRIPTION,"[{""name"":""ROADSIDE TEST"",""count"":10332},{""name"":""MVC - HIT & RUN"",""count"":1946},{""name"":""THEFT OF VEHICLE"",""count"":1233},{""name"":""MVC - PI"",""count"":1165},{""name"":""THEFT FROM AUTO"",""count"":1045},{""name"":""THEFT UNDER"",""count"":1029},{""name"":""PROPERTY DAMAGE UNDER $5,000"",""count"":773},{""name"":""BREAK AND ENTER HOUSE"",""count"":524},{""name"":""IMPAIRED DRIVING"",""count"":493},{""name"":""THEFT OVER"",""count"":326},{""name"":""BREAK AND ENTER OTHER"",""count"":228},{""name"":""BREAK AND ENTER SHOP"",""count"":207},{""name"":""RECOVERED VEHICLE OTH SERVICE"",""count"":205},{""name"":""THEFT OF BICYCLE"",""count"":195},{""name"":""ROBBERY"",""count"":155},{""name"":""OFFENSIVE WEAPONS"",""count"":153},{""name"":""FEDERAL STATS - DRUGS"",""count"":115},{""name"":""ARSON"",""count"":48},{""name"":""PROPERTY DAMAGE OVER $5,000"",""count"":39},{""name"":""DANGEROUS OPERATION - TRAFFIC"",""count"":17},{""name"":""MVC - FATALITY"",""count"":15},{""name"":""BREAK AND ENTER SCHOOL"",""count"":9}]",homicide;murder;attempted murder;sexual assault;assault;shooting;firearm;hate crime,exact_unknown,rolling_window,ready_with_caveats,source_disclaimer_required,ready_for_ingestion_planning,Crime map includes many road/MVC categories. boundaries/current missing on disk.,Violent categories not found in public layer; heavy traffic/roadside share.
cat-0106,halton-hrps,HRPS Crime Map GeoJSON,geojson,public_incident_records_crime_map,,,data/raw/halton-hrps/crime-map,halton-hrps-crime-map-incidents-2026-07-01.geojson,data/raw/halton-hrps/crime-map/incidents/2026-07-01/halton-hrps-crime-map-incidents-2026-07-01.geojson,,data/raw/halton-hrps/crime-map/incidents/2026-07-01/halton-hrps-crime-map-incidents-2026-07-01.geojson,,,halton_crime_map_incidents_geojson,,20252,,,,,,,,,,,,,,,ready_with_caveats,source_disclaimer_required,,GeoJSON mirror of CSV incident export.,
cat-0107,hamilton-hps,HPS Community Crime Map Raw Export,csv,public_incident_records_crime_map,https://hamiltonpolice.on.ca/how-to/online-crime-mapping-tool,https://www.communitycrimemap.com/api/v1/search/load-data,data/raw/hamilton-hps/communitycrimemap/source-freeze-2026-07-02,hamilton-communitycrimemap-2000-to-2026-records-2026-07-02.csv,data/raw/hamilton-hps/communitycrimemap/source-freeze-2026-07-02/incidents/2026-07-02/hamilton-communitycrimemap-2000-to-2026-records-2026-07-02.csv,data/raw/hamilton-hps/communitycrimemap/source-freeze-2026-07-02/incidents/2026-07-02/hamilton-communitycrimemap-2000-to-2026-records-2026-07-02.csv,,,data/raw/hamilton-hps/communitycrimemap/source-freeze-2026-07-02/reports/hamilton-communitycrimemap-hps-only-cleanup-audit-2026-07-02.json,hamilton_communitycrimemap_raw,"selected crimeTypes [1,6,7,10,11,16,17]",21369,2015-11-27 18:24:00.000,2026-06-29 15:00:00.000,DateTime_raw,"Latitude,Longitude",21369,100.0,source_pin_key,,"AddressOfCrime,Agency,AgencyID","Crime,Class_raw,MO_Class,UCRGroup","[{""name"":""Theft Under or equal to $5000 - FROM Motor Vehicle - NO Damage"",""count"":5267},{""name"":""Theft - Truck"",""count"":3781},{""name"":""Break and Enter - Business"",""count"":3161},{""name"":""Break and Enter - Residence"",""count"":2575},{""name"":""Theft - Automobile"",""count"":2350},{""name"":""Theft Under or equal to $5000 - FROM Motor Vehicle - Damage"",""count"":2283},{""name"":""Break and Enter - Other"",""count"":969},{""name"":""Robbery - Business"",""count"":269},{""name"":""Theft Over $5000 - FROM Motor Vehicle - NO Damage"",""count"":165},{""name"":""Theft  - Motorcycle"",""count"":150},{""name"":""Robbery"",""count"":145},{""name"":""Theft Over $5000 - FROM Motor Vehicle - Damage"",""count"":110},{""name"":""Robbery - Home Invasion"",""count"":104},{""name"":""Murder 2nd Degree"",""count"":20},{""name"":""Murder 1st Degree"",""count"":13},{""name"":""Robbery - Delivery Person"",""count"":5},{""name"":""11-95"",""count"":1},{""name"":""Destruct/Damage/Vandalize Prop"",""count"":1}]",assault;sexual offences;drugs;fraud;weapons;most traffic;most vandalism,block_masked,selected_category,raw_available_review_required,not_for_public_incident_map,,Raw export includes 2 non-Hamilton contamination rows; preserve raw file.,Non-HPS agency contamination; masked block-level addresses; XOffset=1.
cat-0108,hamilton-hps,HPS Community Crime Map HPS-Only Cleaned,csv,public_incident_records_crime_map,https://hamiltonpolice.on.ca/how-to/online-crime-mapping-tool,https://www.communitycrimemap.com/api/v1/search/load-data,data/raw/hamilton-hps/communitycrimemap/source-freeze-2026-07-02,hamilton-communitycrimemap-hps-only-2021-to-2026-records-2026-07-02.csv,data/raw/hamilton-hps/communitycrimemap/source-freeze-2026-07-02/incidents/2026-07-02/cleaned/hamilton-communitycrimemap-hps-only-2021-to-2026-records-2026-07-02.csv,data/raw/hamilton-hps/communitycrimemap/source-freeze-2026-07-02/incidents/2026-07-02/cleaned/hamilton-communitycrimemap-hps-only-2021-to-2026-records-2026-07-02.csv,,data/raw/hamilton-hps/communitycrimemap/source-freeze-2026-07-02/reports/hamilton-communitycrimemap-hps-only-cleanup-audit-2026-07-02.json,,hamilton_communitycrimemap_hps_only,"selected crimeTypes [1,6,7,10,11,16,17]",21367,2021-09-18,2026-06-29,DateTime_raw,"Latitude,Longitude",21367,100.0,source_pin_key,,"AddressOfCrime,Agency","Crime,Class_raw,MO_Class,UCRGroup","[{""name"":""Theft Under or equal to $5000 - FROM Motor Vehicle - NO Damage"",""count"":5267},{""name"":""Theft - Truck"",""count"":3781},{""name"":""Break and Enter - Business"",""count"":3161},{""name"":""Break and Enter - Residence"",""count"":2575},{""name"":""Theft - Automobile"",""count"":2350},{""name"":""Theft Under or equal to $5000 - FROM Motor Vehicle - Damage"",""count"":2283},{""name"":""Break and Enter - Other"",""count"":969},{""name"":""Robbery - Business"",""count"":269},{""name"":""Theft Over $5000 - FROM Motor Vehicle - NO Damage"",""count"":165},{""name"":""Theft  - Motorcycle"",""count"":150},{""name"":""Robbery"",""count"":145},{""name"":""Theft Over $5000 - FROM Motor Vehicle - Damage"",""count"":110},{""name"":""Robbery - Home Invasion"",""count"":104},{""name"":""Murder 2nd Degree"",""count"":20},{""name"":""Murder 1st Degree"",""count"":13},{""name"":""Robbery - Delivery Person"",""count"":5}]",assault;sexual offences;drugs;fraud;weapons;most traffic;most vandalism,block_masked,selected_category,ready_with_caveats,source_disclaimer_required,ready_for_ingestion_planning,Canonical HPS-only derivative; 2 non-Hamilton rows removed in cleaned copy only.,Selected-category export only; not complete all-crime.
cat-0109,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimecanada-vs-crimemaps-known-counts.csv,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimecanada-vs-crimemaps-known-counts.csv,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0110,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps-aggregate-json-structure.csv,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps-aggregate-json-structure.csv,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0111,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps-city-summary-from-html.csv,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps-city-summary-from-html.csv,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0112,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps-clean-city-category-summary.csv,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps-clean-city-category-summary.csv,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0113,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps-extracted-links.csv,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps-extracted-links.csv,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0114,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps-hard-crime-keyword-hits.csv,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps-hard-crime-keyword-hits.csv,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0115,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0116,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca_aggregates_brampton_json.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca_aggregates_brampton_json.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0117,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca_aggregates_caledon_json.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca_aggregates_caledon_json.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0118,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca_aggregates_durham_region_json.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca_aggregates_durham_region_json.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0119,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca_aggregates_halton_region_json.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca_aggregates_halton_region_json.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0120,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca_aggregates_hamilton_json.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca_aggregates_hamilton_json.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0121,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca_aggregates_json.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca_aggregates_json.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0122,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca_aggregates_london_json.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca_aggregates_london_json.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0123,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca_aggregates_mississauga_json.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca_aggregates_mississauga_json.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0124,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca_aggregates_niagara_region_json.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca_aggregates_niagara_region_json.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0125,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca_aggregates_toronto_json.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca_aggregates_toronto_json.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0126,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca_aggregates_waterloo_region_json.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca_aggregates_waterloo_region_json.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0127,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca_aggregates_windsor_json.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca_aggregates_windsor_json.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0128,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca_city_brampton.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca_city_brampton.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0129,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca_city_caledon.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca_city_caledon.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0130,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca_city_durham_region.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca_city_durham_region.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0131,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca_city_halton_region.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca_city_halton_region.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0132,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca_city_hamilton.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca_city_hamilton.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0133,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca_city_london.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca_city_london.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0134,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca_city_mississauga.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca_city_mississauga.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0135,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca_city_niagara_region.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca_city_niagara_region.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0136,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca_city_ottawa.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca_city_ottawa.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0137,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca_city_toronto.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca_city_toronto.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0138,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca_city_waterloo_region.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca_city_waterloo_region.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0139,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca_city_windsor.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca_city_windsor.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0140,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca_city_york_region.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca_city_york_region.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0141,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca_crime_data.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca_crime_data.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0142,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca_llms_full_txt.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca_llms_full_txt.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
cat-0143,external-benchmark,CrimeMaps.ca Benchmark,csv,irrelevant_non_ingestion,https://crimemaps.ca/,,data/raw/external-benchmarks/crimemaps-ca/2026-07-01,crimemaps_ca_robots_txt.txt,data/raw/external-benchmarks/crimemaps-ca/2026-07-01/crimemaps_ca_robots_txt.txt,,,,,external_benchmark_crimemaps_ca,,,,,,,,,,,,,,,,,archive_only_do_not_load_as_incidents,not_for_public_incident_map,,Competitor benchmark aggregate data; do not ingest as official source.,
